"code","dispositif","libelle","modalite","public_cible","contenu","objectifs","periode","theme_code","theme_origine","duree"
"51294","21A0200435","Le fonctionnement des EPLE","L","G4","Le fonctionnement des EPLE Les relations avec les chefs d'établissement Les relations avec les agents comptables ou gestionnaires","Le fonctionnement des EPLE, les relations avec les chefs d'établissements et les gestionnaires.","Oct","EP","020","6"
"51295","21A0200435","Management - Pilotage pédagog. - Gest. de conflits","L","G4","Management des équipes pédagogiques Management de projet Montage d'un projet de formation et montage d'un projet innovantManagement des ressources humainesLes différentes situations de communication et gestion des postures à adopterLes différentes formes de conflits et leur gestionLes comportements efficaces à adopter","Identifier le rôle du DDFPT dans la gestion des équipes pédagogiques Mobiliser et piloter les équipes pédagogiques Manager par projetGérer des situations complexes de communicationDéfinir et gérer une relation conflictuelle","Nov","EP","020","6"
"51296","21A0200435","DGH et EDT","L","G4","Présentation d'une DHG Lecture et calcul d'une DHG Présentation générale du logiciel EDT Création d'une base EDT Les paramètres généraux de la base Les ressources, les cours Les partitions Le placement manuel des cours les extractions","Lire, comprendre et calculer une DGH. Construire et paramétrer une base de données en vue de la réalisation d'un emploi du temps. Gérer l'emploi du temps au quotidien.","Dec","EP","020","6"
"51297","21A0200435","L'évaluation, la carte des formations, Parcoursup","L","G4","L'évaluation des établissements (dialogue de gestion)La présentation de la démarche QualéducL'évaluation par les compétences Le pilotage des examensLa présentation de ParcoursupEvolution de la carte des formationsL'accompagnement des campus des métiers et des qualificationsLe développement et la coordination de l'apprentissage en EPLE et de la mixités de publics","Appréhender le contrat d'objectifs et le dialogue de gestion de l'établissementMettre en oeuvre la démarche d'auto-évaluation QualéducIntégrer l'évaluation par compétenceOrganiser les examens Maîtriser ParcoursupFaire évoluer les carte des formationsAccompagner les campus des métiers et des qualificationsDévelopper l'apprentissage en EPLE et la mixité de publics","Fev","EP","020","3"
"51298","21A0200435","Développer l'hybridation - Outils numériques","L","Y9","Développement d'un enseignement en distanciel ou en présentiel.Utilisation des outils numériques","Réfléchir au développement d'un enseignement en distanciel ou en présentiel.Quels outils numériques à utiliser ?","Fev","EP","020","6"
"51299","21A0200436","Evaluation en LV / nouveau baccalauréat","N","A0","Réflexion (en interlangues  et par langue vivante) sur l'évaluation et la construction de compétences dans le cadre des Evaluations Communes et en lien avec le CECRL.","Suivre et accompagner les professeurs dans le cadre des Evaluations Communes du Baccalauréat. Préparation aux évaluations / Accompagnement des élèves entre chaque épreuve.","Oct","PLA","020","4"
"51300","21A0200436","Les dispositifs bilangues","S","A0","Les convergences et relations interculturelles. Comparaison d'aspects de fonctionnement des langues, développement des stratégies de passage et de transfert d'une langue à l'autre. La médiation. La relation interculturelle.","Concevoir des séquences, des progressions en interlangues. Etablir les convergences culturelles, linguistiques et langagières. Réaliser des projets communs.  Travailler sur les liens de parenté linguistiques et culturels. Construire des savoirs, des capacités, des compétences et des stratégies en cohérence avec l'autre langue.","Oct","PLA","020","10"
"51301","21A0200436","Sciences cognitives et apprentissage des LV","S","A0","Se former dans le but de produire des ressources. Elaboration d'outils numériques.","Quelles stratégies pour favoriser les apprentissages scolaires ?  Mutualiser et enrichir ses pratiques.","Oct","PLA","020","22"
"51302","21A0200436","REVE et Euroscol dans une démarche réseau.","S","C0","Outils et méthodes pour fonctionner en réseau et coordonner les réseaux ; pour monter des projets pédagogiques communs,  des partenariats internationaux, créer un consortium Erasmus  . Partage  d' expériences dans une perspective d'innovation pédagogique et échanges d'expertise.","Coordonner les actions des établissements REVE et Euroscol. Faire vivre les labels et leur donner une identité, monter des projets Erasmus  dans une logique de réseau. Développer des partenariats en lien avec les apprentissages dans et hors la classe. Monter des projets KA201 sur programme Erasmus  .Partages d'expériences, innovations pédagogiques et échanges d'expertise.","Oct","PLA","020","12"
"51303","21A0200437","Immersion en entreprise","S","J0","1ère et 2ème journée : immersion en milieu professionnel3ème journée : sur une demi-journée, restitution collective des expériences en distanciel","Permettre aux enseignants de découvrir le monde de l'entreprise et son environnement puis de réinvestir cette approche métier dans le cadre du parcours avenir","Jan","EST","020","12"
"51304","21A0200437","Des outils pour entreprendre","S","A0"," - Compétences du XXIème siècle, besoin des élèves comment et pourquoi apprendre ? Les différentes pédagogies en fonction des besoins des élèves.- Pédagogie entrepreneuriale : objectifs, moyens, outils, méthodes, effets sur les élèves, impacts sur les pratiques des enseignants, compétences développées.- Projet de classe/projet entrepreneurial ? Des repères pour les distinguer, faire le point sur ses pratiques actuelles et les faire évoluer vers un processus entrepreneurial.- Construire un projet entrepreneurial : mobiliser les élèves, trouver des idées de projet, innover, mettre en oeuvre le projet, évaluer le projet, trouver les partenariats adéquats.","A l'issue des deux jours de formation, les participants seront capables de :- identifier les besoins des élèves et les pédagogies adaptées,- connaître et appliquer les principes d'une pédagogie entrepreneuriale,- différencier un projet de classe ""classique"" et un projet entrepreneurial,- connaître et appliquer les étapes d'un projet entrepreneurial.","Oct","EST","020","6"
"51305","21A0200437","Valoriser l'expérience entrepreneuriale ENT","S","A0","Créer une communauté entrepreneuriale sur l'ENT pour faciliter leséchanges à l'interne (communauté éducative et famille) et avec mespartenaires extérieurs. Remonter ma communication sur la paged'accueil de l'ENT de mon établissement. Valoriser le projet grâceaux différents outils disponibles sur l'ENT (Formulaire, Blog, Pad...).","L'objectif général de cette formation repose sur un développement des compétences des enseignants pour valoriser le projet entrepreneurial des élèves sur le portail ENT de leur établissement.Il est conseillé de suivre également la formation ""Valoriser l'expérience entrepreneuriale FOLIOS"".","Nov","EST","020","6"
"51306","21A0200437","Valoriser les compétences entrepreneuriales FOLIOS","S","A0","1 ) expérimentation des techniques de réflexivité Pour aider chaque élève à réfléchir par lui-même, à son rythme (posture réflexive), l'équipe éducative doit se mettre en posture de tiers. De nombreuses méthodes peuvent se mettre en place pour permettre l'élaboration de l'expérience vécue par l'élève. Quelques exemples de méthodes : le dialogue entre pairs, la confrontation vidéo-expert, l'entretien d'explicitation. Constitution de sous groupe et expérimentation des différentes techniques.2) Présentation de l'outil Folios, au service de la valorisation de l'expérience et des compétences acquises :?établir un cadre sur folios pour le projet : accompagner la démarche de l'élève, mettre à disposition la ressource ou le questionnaire aux élèves, effectuer le suivi des élèves, proposer un feedback sur le travail de l'élève?donner accès à des médias spécifiques au projet ?organiser les temps d'évaluation","L'objectif général de la formation est de permettre aux enseignants de valoriser les compétences acquises par leurs élèves dans le cadre de projets entrepreneuriaux. Le support pour capitaliser ces éléments est l'application FOLIOS.Les enseignants pourront :·   expérimenter différentes techniques pour valoriser les compétences entrepreneuriales développées par leurs élèves,·   utiliser FOLIOS au service de la capitalisation de ces acquis.Il est conseillé de suivre également la formation ""Valoriser les compétences entrepreneuriales ENT"" en amont.","Dec","EST","020","6"
"51307","21A0200437","Le statut étudiant entrepreneur (SNEE)","S","A0"," - Rappel du contenu du module à distance- Témoignage d'un étudiant entrepreneur- Présentation du SNEE - Mise en oeuvre pour les élèves de BTS : modalités pratiques (substitution de stage, nombre d'élèves, orientation vers les interlocuteurs compétents, référents académiques, etc), et réseau à mobiliser- Résolution d'une étude de cas : à partir d'un cas concret, identifier ce qu'il est nécessaire de faire pour accompagner correctement le jeune concerné","A l'issue des deux jours de formation, les participants seront capables de :?Se familiariser avec un vocabulaire spécifique, et identifier les étapes d'un parcours de création (module à distance),?Dépasser ses aprioris concernant la perspective, pour un étudiant de BTS, de reprendre ou de créer son entreprise,?Connaître les modalités de mise en oeuvre du SNEE et estimer son intérêt pour les élèves au cas par cas","Mar","EST","020","3"
